Fecha,tipo_oficial,OIS,Oro,Plata,Gas,VIX,PIB,PIBpc,Inflacion,Desempleo,Rating
2014-01-01,0.0,0.0,1244.27,19.875,11.59,18.41,2348338746073.149,36404.31501388876,0.555960123666104,10.432036144578312,8.09
2014-02-01,0.0,0.0,1299.58,20.845,11.3,14.0,2348338746073.149,36404.31501388876,0.555960123666104,10.432036144578312,8.09
2014-03-01,0.0,0.0,1336.08,20.716,10.88,13.88,2348338746073.149,36404.31501388876,0.555960123666104,10.432036144578312,8.09
2014-04-01,0.0,0.0,1298.45,19.736,10.73,13.41,2348338746073.149,36404.31501388876,0.555960123666104,10.432036144578312,8.09
2014-05-01,0.0,0.0,1288.74,19.342,10.2,11.4,2348338746073.149,36404.31501388876,0.555960123666104,10.432036144578312,8.09
2014-06-01,-0.06666666666666667,-0.06666666666666667,1279.1,19.892,9.77,11.57,2348338746073.149,36404.31501388876,0.555960123666104,10.432036144578312,8.09
2014-07-01,-0.1,-0.1,1310.59,20.923,9.27,16.95,2348338746073.149,36404.31501388876,0.555960123666104,10.432036144578312,8.09
2014-08-01,-0.1,-0.1,1295.13,19.736,9.14,12.09,2348338746073.149,36404.31501388876,0.555960123666104,10.432036144578312,8.09
2014-09-01,-0.17,-0.17,1236.55,18.369,9.24,16.31,2348338746073.149,36404.31501388876,0.555960123666104,10.432036144578312,8.09
2014-10-01,-0.2,-0.2,1222.49,17.163,9.77,14.03,2348338746073.149,36404.31501388876,0.555960123666104,10.432036144578312,8.09
